DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2012-0019-LTU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,LTU,Lithuania,Northern Europe,Europe,"Alytaus, Kauno, Klaipedos, Marijampoles, Panevezio, Šiauliu, Taurages, Telsiu, Utenos, Vilniaus.",,,No,No,No,,-27,°C,,,,2012,1,,2012,2,,24,,,,,,,,,,,73.19159161,"[{""adm1_code"":1866,""adm1_name"":""Alytaus""},{""adm1_code"":1867,""adm1_name"":""Kauno""},{""adm1_code"":1868,""adm1_name"":""Klaipedos""},{""adm1_code"":1869,""adm1_name"":""Marijampoles""},{""adm1_code"":1870,""adm1_name"":""Panevezio""},{""adm1_code"":1871,""adm1_name"":""Siauliu""},{""adm1_code"":1872,""adm1_name"":""Taurages""},{""adm1_code"":1873,""adm1_name"":""Telsiu""},{""adm1_code"":1874,""adm1_name"":""Utenos""},{""adm1_code"":1875,""adm1_name"":""Vilniaus""}]",2012-02-10,2023-09-25
2012-0019-LVA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,LVA,Latvia,Northern Europe,Europe,"Aizkraukles, Aluksnes, Balvu, Bauskas, Cesu, Daugavpils, Dobeles, Gulbenes, Jekabpils, Jelgavas, Kraslavas, Kuldigas, Liepajas, Limbazu, Ludzas, Madonas, Ogres, Preilu, Rezeknes, Rigas, Saldus, Talsu, Tukuma, Valkas, Valmieras, Ventspils provinces",,,No,No,No,,,°C,,,,2012,2,,2012,2,,10,,,,,,,,,,,73.19159161,"[{""adm1_code"":1771,""adm1_name"":""Aizkraukles""},{""adm1_code"":1772,""adm1_name"":""Aluksnes""},{""adm1_code"":1773,""adm1_name"":""Balvu""},{""adm1_code"":1774,""adm1_name"":""Bauskas""},{""adm1_code"":1775,""adm1_name"":""Cesu""},{""adm1_code"":1776,""adm1_name"":""Daugavpils""},{""adm1_code"":1777,""adm1_name"":""Dobeles""},{""adm1_code"":1778,""adm1_name"":""Gulbenes""},{""adm1_code"":1779,""adm1_name"":""Jekabpils""},{""adm1_code"":1780,""adm1_name"":""Jelgavas""},{""adm1_code"":1781,""adm1_name"":""Kraslavas""},{""adm1_code"":1782,""adm1_name"":""Kuldigas""},{""adm1_code"":1783,""adm1_name"":""Liepajas""},{""adm1_code"":1784,""adm1_name"":""Limbazu""},{""adm1_code"":1785,""adm1_name"":""Ludzas""},{""adm1_code"":1786,""adm1_name"":""Madonas""},{""adm1_code"":1787,""adm1_name"":""Ogres""},{""adm1_code"":1788,""adm1_name"":""Preilu""},{""adm1_code"":1789,""adm1_name"":""Rezeknes""},{""adm1_code"":1790,""adm1_name"":""Rigas""},{""adm1_code"":1791,""adm1_name"":""Saldus""},{""adm1_code"":1792,""adm1_name"":""Talsu""},{""adm1_code"":1793,""adm1_name"":""Tukuma""},{""adm1_code"":1794,""adm1_name"":""Valkas""},{""adm1_code"":1795,""adm1_name"":""Valmieras""},{""adm1_code"":1796,""adm1_name"":""Ventspils""}]",2012-02-10,2023-09-25
2012-0019-MDA,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,MDA,Republic of Moldova,Eastern Europe,Europe,"Soroca, Soldanesti districts (Soroca province), Ocnita, Briceni, Donduseni districts (Edinet province), Singerei, Glodeni, Balti, Falesti, Riscani districts (Balti province), Comrat district (Gagauzia province), Basarabeasca district (Lapusna province), Bender city (Slobozia district, Dubasari province)",,,No,No,No,,,°C,,,,2012,1,30,2012,2,5,10,,7374,,7374,,,,,,,73.19159161,"[{""adm2_code"":41166,""adm2_name"":""Balti""},{""adm2_code"":41167,""adm2_name"":""Falesti""},{""adm2_code"":41168,""adm2_name"":""Glodeni""},{""adm2_code"":41169,""adm2_name"":""Riscani""},{""adm2_code"":41170,""adm2_name"":""Singerei""},{""adm2_code"":41184,""adm2_name"":""Slobozia""},{""adm2_code"":41187,""adm2_name"":""Briceni""},{""adm2_code"":41188,""adm2_name"":""Donduseni""},{""adm2_code"":41190,""adm2_name"":""Ocnita""},{""adm2_code"":41192,""adm2_name"":""Comrat""},{""adm2_code"":41193,""adm2_name"":""Basarabeasca""},{""adm2_code"":41202,""adm2_name"":""Soldanesti""},{""adm2_code"":41203,""adm2_name"":""Soroca""}]",2012-11-19,2023-09-25
2012-0019-MKD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,MKD,North Macedonia,Southern Europe,Europe,"Skopje, Veles, Debar, Bitola, Struga, Prilep, Brod, Berevo, Tetovo, Gostivar provinces",,,No,No,No,,,°C,,,,2012,1,,2012,2,,1,,5100,,5100,,,,,,,73.19159161,"[{""adm1_code"":2927,""adm1_name"":""Berovo""},{""adm1_code"":2928,""adm1_name"":""Bitola""},{""adm1_code"":2929,""adm1_name"":""Brod""},{""adm1_code"":2930,""adm1_name"":""Debar""},{""adm1_code"":2934,""adm1_name"":""Gostivar""},{""adm1_code"":2944,""adm1_name"":""Prilep""},{""adm1_code"":2948,""adm1_name"":""Skopje""},{""adm1_code"":2950,""adm1_name"":""Struga""},{""adm1_code"":2953,""adm1_name"":""Tetovo""},{""adm1_code"":2955,""adm1_name"":""Veles""}]",2012-08-13,2023-09-25
2012-0019-MNE,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,MNE,Montenegro,Southern Europe,Europe,"Kolasin, Mojkovac, Berane, Andrijevica, Plav, Rozaj, Bijelo Polje, Pljevlja, Zabljak, Savnik, Pluzine, Niksic, Cetinje, Bar provinces",,,Yes,No,No,,,°C,,,,2012,2,,2012,2,,1,,4500,,4500,,,,,,,73.19159161,"[{""adm1_code"":25350,""adm1_name"":""Andrijevica""},{""adm1_code"":25351,""adm1_name"":""Bar""},{""adm1_code"":25352,""adm1_name"":""Berane""},{""adm1_code"":25353,""adm1_name"":""Bijelo Polje""},{""adm1_code"":25355,""adm1_name"":""Cetinje""},{""adm1_code"":25358,""adm1_name"":""Kolasin""},{""adm1_code"":25360,""adm1_name"":""Mojkovac""},{""adm1_code"":25361,""adm1_name"":""Niksic""},{""adm1_code"":25362,""adm1_name"":""Plav""},{""adm1_code"":25363,""adm1_name"":""Pljevlja""},{""adm1_code"":25364,""adm1_name"":""Pluzine""},{""adm1_code"":25366,""adm1_name"":""Rozaj""},{""adm1_code"":25367,""adm1_name"":""Savnik""},{""adm1_code"":25370,""adm1_name"":""Zabljak""}]",2012-07-18,2023-09-25
2012-0019-NLD,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,NLD,Netherlands (Kingdom of the),Western Europe,Europe,"Drenthe, Flevoland, Friesland, Gelderland, Groningen, Limburg, Noord-brabant, Noord-holland, Overijssel, Utrecht, Zeeland, Zuid-holland provinces",,,No,No,No,,,°C,,,,2012,2,,2012,2,,1,,,,,,,,,,,73.19159161,"[{""adm1_code"":2158,""adm1_name"":""Drenthe""},{""adm1_code"":2159,""adm1_name"":""Flevoland""},{""adm1_code"":2160,""adm1_name"":""Friesland""},{""adm1_code"":2161,""adm1_name"":""Gelderland""},{""adm1_code"":2162,""adm1_name"":""Groningen""},{""adm1_code"":2163,""adm1_name"":""Limburg""},{""adm1_code"":2164,""adm1_name"":""Noord-brabant""},{""adm1_code"":2165,""adm1_name"":""Noord-holland""},{""adm1_code"":2166,""adm1_name"":""Overijssel""},{""adm1_code"":2167,""adm1_name"":""Utrecht""},{""adm1_code"":2168,""adm1_name"":""Zeeland""},{""adm1_code"":2169,""adm1_name"":""Zuid-holland""}]",2012-02-10,2023-09-25
2012-0019-POL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,POL,Poland,Eastern Europe,Europe,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokryskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",,,No,No,No,,-32,°C,,,,2012,1,27,2012,2,,82,,,,,,,,,,,73.19159161,"[{""adm1_code"":2370,""adm1_name"":""Dolnoslaskie""},{""adm1_code"":2371,""adm1_name"":""Kujawsko-Pomorskie""},{""adm1_code"":2372,""adm1_name"":""Lodzkie""},{""adm1_code"":2373,""adm1_name"":""Lubeiskie""},{""adm1_code"":2374,""adm1_name"":""Lubuskie""},{""adm1_code"":2375,""adm1_name"":""Malopolske""},{""adm1_code"":2376,""adm1_name"":""Mazowieckie""},{""adm1_code"":2377,""adm1_name"":""Opolskie""},{""adm1_code"":2378,""adm1_name"":""Podkarpackie""},{""adm1_code"":2379,""adm1_name"":""Podlaskie""},{""adm1_code"":2380,""adm1_name"":""Pomorskie""},{""adm1_code"":2381,""adm1_name"":""Slaskie""},{""adm1_code"":2382,""adm1_name"":""Swietokrzyskie""},{""adm1_code"":2383,""adm1_name"":""Warminsko-Mazurskie""},{""adm1_code"":2384,""adm1_name"":""Wielkopolskie""},{""adm1_code"":2385,""adm1_name"":""Zachodnio-Pomorskie""}]",2012-02-10,2023-09-25
2012-0019-ROU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,ROU,Romania,Eastern Europe,Europe,"Tulcea, Botosani, Neamt, Olt, Constanta, Sibiu, Vrancea, Teleorman, Calarasi, Braila, Galati, Giurgiu, Buzau, Ialomita provinces",,,No,No,Yes,,-32.5,°C,,,,2012,1,23,2012,2,16,86,239,7300,,7539,,,,,,,73.19159161,"[{""adm1_code"":2452,""adm1_name"":""Botosani""},{""adm1_code"":2453,""adm1_name"":""Braila""},{""adm1_code"":2456,""adm1_name"":""Buzau""},{""adm1_code"":2457,""adm1_name"":""Calarasi""},{""adm1_code"":2460,""adm1_name"":""Constanta""},{""adm1_code"":2464,""adm1_name"":""Galati""},{""adm1_code"":2465,""adm1_name"":""Giurgiu""},{""adm1_code"":2469,""adm1_name"":""Ialomita""},{""adm1_code"":2474,""adm1_name"":""Neamt""},{""adm1_code"":2475,""adm1_name"":""Olt""},{""adm1_code"":2479,""adm1_name"":""Sibiu""},{""adm1_code"":2481,""adm1_name"":""Teleorman""},{""adm1_code"":2483,""adm1_name"":""Tulcea""},{""adm1_code"":2486,""adm1_name"":""Vrancea""}]",2012-08-22,2023-09-25
2012-0019-RUS,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,RUS,Russian Federation,Eastern Europe,Europe,"Moskva, Moskovskaya Oblast, Sakha Rep. provinces",,,No,No,No,,-34,°C,,,,2012,1,1,2012,2,,64,,,,,,,,,,,73.19159161,"[{""adm1_code"":2534,""adm1_name"":""Moskovskaya Oblast""},{""adm1_code"":2535,""adm1_name"":""Moskva""},{""adm1_code"":2551,""adm1_name"":""Sakha Rep.""}]",2012-02-10,2023-09-25
2012-0019-SRB,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,SRB,Serbia,Southern Europe,Europe,"Sjenica, Nova Varos, Bajna Basta, Prijepolje, Priboj cities (Zlatiborski province), Kraljevo, Novi Pazar, Tutin cities (Raski province), Valjevo, Osecina cities (Kolubarski province), Ivanjica, Gornji Milanoviac, Lucani cities (Moravicki province), Prokuplje, Kursumlija cities (Toplicki province), Zagubica city (Branicevski province), Trgoviste, Surdulica, Vladicin Han, Bosilegrad, Vranje cities (Pcinjski province), Crna Trava, Medvela, Lebane, Vlasotince cities (Jablanicki province), Boljevac city (Zajecarski province)",,,No,No,Yes,,-30,°C,,,,2012,1,28,2012,2,,10,,70000,,70000,,,,,,,73.19159161,"[{""adm1_code"":25372,""adm1_name"":""Branicevski""},{""adm1_code"":25374,""adm1_name"":""Jablanicki""},{""adm1_code"":25377,""adm1_name"":""Kolubarski""},{""adm1_code"":25382,""adm1_name"":""Moravicki""},{""adm1_code"":25384,""adm1_name"":""Pcinjski""},{""adm1_code"":25391,""adm1_name"":""Raski""},{""adm1_code"":25397,""adm1_name"":""Toplicki""},{""adm1_code"":25398,""adm1_name"":""Zajecarski""},{""adm1_code"":25400,""adm1_name"":""Zlatiborski""}]",2012-02-24,2023-09-25
2012-0019-SVK,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,SVK,Slovakia,Eastern Europe,Europe,"Sunava city (Poprad district, Presov province)",,,No,No,No,,,°C,,,,2012,1,,2012,1,,5,,,,,,,,,,,73.19159161,"[{""adm2_code"":25472,""adm2_name"":""Poprad""}]",2012-01-31,2023-09-25
2012-0019-UKR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000006,,UKR,Ukraine,Eastern Europe,Europe,"Luhans'ka, Kyyivs'ka provinces",,,No,No,No,,-30,°C,,,,2012,1,27,2012,2,,112,2500,85000,,87500,,,,,,,73.19159161,"[{""adm1_code"":3159,""adm1_name"":""Kyyivs'ka""},{""adm1_code"":3161,""adm1_name"":""Luhans'ka""}]",2012-02-10,2023-09-25
2012-0045-MAR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,MAR,Morocco,Northern Africa,Africa,"Figuig district (Oriental province), Taza-Al Hoceima-Taounate province",,,No,No,No,,-1,°C,,,,2012,2,,2012,2,,,,7500,,7500,,,,,,,73.19159161,"[{""adm1_code"":147338,""adm1_name"":""Taza - Al Hoceima - Taounate""},{""adm2_code"":21818,""adm2_name"":""Figuig""}]",2012-08-22,2023-09-25
2012-0050-AFG,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,AFG,Afghanistan,Southern Asia,Asia,"Badakhshan, Daykundi provinces",,,No,No,No,,-18,°C,,,,2012,1,16,2012,1,17,45,68,,,68,,,,,,,73.19159161,"[{""adm1_code"":272,""adm1_name"":""Badakhshan""},{""adm1_code"":99878,""adm1_name"":""Daykundi""}]",2013-02-04,2023-09-25
2012-0050-TJK,No,nat-met-ext-sev,Natural,Meteorological,Extreme temperature,Severe winter conditions,,,TJK,Tajikistan,Central Asia,Asia,"Khatlon, Sogd, Tadzhikistan Territories provinces",,,No,No,No,,-15,°C,,,,2012,2,,2012,2,,1,,,,,,,,,,,73.19159161,"[{""adm1_code"":2848,""adm1_name"":""Khatlon""},{""adm1_code"":2849,""adm1_name"":""Sogd""},{""adm1_code"":2850,""adm1_name"":""Tadzhikistan Territories""}]",2012-02-24,2023-09-25
2012-0214-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"District of Columbia, Iowa, Virginia, North Carolina provinces",,,No,No,No,,40,°C,,,,2012,6,30,2012,7,19,123,,,,,,,,,,,73.19159161,"[{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2013-01-07,2023-09-25
2012-0256-PER,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,GLIDE:CW-2012-000113,,PER,Peru,Latin America and the Caribbean,Americas,Arequipa province,,,No,No,No,,0,°C,,,,2012,6,,2012,6,,252,,30113,,30113,,,,,,,73.19159161,"[{""adm1_code"":2331,""adm1_name"":""Arequipa""}]",2012-08-02,2025-06-25
2012-0413-POL,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,POL,Poland,Eastern Europe,Europe,"Dolnoslaskie, Kujawsko-Pomorskie, Lodzkie, Lubeiskie, Lubuskie, Malopolske, Mazowieckie, Opolskie, Podkarpackie, Podlaskie, Pomorskie, Slaskie, Swietokrzyskie, Warminsko-Mazurskie, Wielkopolskie, Zachodnio-Pomorskie provinces",,,No,No,No,,,°C,,,,2012,10,28,2012,12,1,14,,,,,,,,,,,73.19159161,"[{""adm1_code"":2370,""adm1_name"":""Dolnoslaskie""},{""adm1_code"":2371,""adm1_name"":""Kujawsko-Pomorskie""},{""adm1_code"":2372,""adm1_name"":""Lodzkie""},{""adm1_code"":2373,""adm1_name"":""Lubeiskie""},{""adm1_code"":2374,""adm1_name"":""Lubuskie""},{""adm1_code"":2375,""adm1_name"":""Malopolske""},{""adm1_code"":2376,""adm1_name"":""Mazowieckie""},{""adm1_code"":2377,""adm1_name"":""Opolskie""},{""adm1_code"":2378,""adm1_name"":""Podkarpackie""},{""adm1_code"":2379,""adm1_name"":""Podlaskie""},{""adm1_code"":2380,""adm1_name"":""Pomorskie""},{""adm1_code"":2381,""adm1_name"":""Slaskie""},{""adm1_code"":2382,""adm1_name"":""Swietokrzyskie""},{""adm1_code"":2383,""adm1_name"":""Warminsko-Mazurskie""},{""adm1_code"":2384,""adm1_name"":""Wielkopolskie""},{""adm1_code"":2385,""adm1_name"":""Zachodnio-Pomorskie""}]",2013-01-02,2023-09-25
2012-0485-BGR,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,BGR,Bulgaria,Eastern Europe,Europe,"Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca, provinces",,,No,No,No,,-19,°C,,,,2012,12,1,2012,12,15,3,,,,,,,,,,,73.19159161,"[{""adm1_code"":702,""adm1_name"":""Blagoevgrad""},{""adm1_code"":703,""adm1_name"":""Burgas""},{""adm1_code"":704,""adm1_name"":""Dobrich""},{""adm1_code"":705,""adm1_name"":""Gabrovo""},{""adm1_code"":706,""adm1_name"":""Haskovo""},{""adm1_code"":707,""adm1_name"":""Jambol""},{""adm1_code"":708,""adm1_name"":""Kardzhali""},{""adm1_code"":709,""adm1_name"":""Kustendil""},{""adm1_code"":710,""adm1_name"":""Lovech""},{""adm1_code"":711,""adm1_name"":""Montana""},{""adm1_code"":712,""adm1_name"":""Pazardzhik""},{""adm1_code"":713,""adm1_name"":""Pernik""},{""adm1_code"":714,""adm1_name"":""Pleven""},{""adm1_code"":715,""adm1_name"":""Plovdiv""},{""adm1_code"":716,""adm1_name"":""Razgrad""},{""adm1_code"":717,""adm1_name"":""Ruse""},{""adm1_code"":718,""adm1_name"":""Shumen""},{""adm1_code"":719,""adm1_name"":""Silistra""},{""adm1_code"":720,""adm1_name"":""Sliven""},{""adm1_code"":721,""adm1_name"":""Smoljan""},{""adm1_code"":722,""adm1_name"":""Sofia""},{""adm1_code"":723,""adm1_name"":""Sofia-city""},{""adm1_code"":724,""adm1_name"":""Stara Zagora""},{""adm1_code"":725,""adm1_name"":""Targovishte""},{""adm1_code"":726,""adm1_name"":""Varna""},{""adm1_code"":727,""adm1_name"":""Veliko Tarnovo""},{""adm1_code"":728,""adm1_name"":""Vidin""},{""adm1_code"":729,""adm1_name"":""Vratca""}]",2013-02-01,2023-09-25
2012-0485-CHE,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,CHE,Switzerland,Western Europe,Europe,"Aargau, Appenzell Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Fribourg, Geneve, Glarus, Graubunden, Jura, Luzern, Neuchatel, Nidwalden, Obwalden, Sankt Gallen, Schaffhausen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces",,,No,No,No,,,°C,,,,2012,12,7,2012,12,31,11,,,,,,,,,,,73.19159161,"[{""adm1_code"":2807,""adm1_name"":""Aargau""},{""adm1_code"":2808,""adm1_name"":""Appenzell Ausser-rhoden""},{""adm1_code"":2809,""adm1_name"":""Appenzell Inner-rhoden""},{""adm1_code"":2810,""adm1_name"":""Basel-landschaft""},{""adm1_code"":2811,""adm1_name"":""Basel-stadt""},{""adm1_code"":2812,""adm1_name"":""Bern""},{""adm1_code"":2813,""adm1_name"":""Fribourg""},{""adm1_code"":2814,""adm1_name"":""Geneve""},{""adm1_code"":2815,""adm1_name"":""Glarus""},{""adm1_code"":2816,""adm1_name"":""Graubunden""},{""adm1_code"":2817,""adm1_name"":""Jura""},{""adm1_code"":2818,""adm1_name"":""Luzern""},{""adm1_code"":2819,""adm1_name"":""Neuchatel""},{""adm1_code"":2820,""adm1_name"":""Nidwalden""},{""adm1_code"":2821,""adm1_name"":""Obwalden""},{""adm1_code"":2822,""adm1_name"":""Sankt Gallen""},{""adm1_code"":2823,""adm1_name"":""Schaffhausen""},{""adm1_code"":2824,""adm1_name"":""Schwyz""},{""adm1_code"":2825,""adm1_name"":""Solothurn""},{""adm1_code"":2826,""adm1_name"":""Thurgau""},{""adm1_code"":2827,""adm1_name"":""Ticino""},{""adm1_code"":2828,""adm1_name"":""Uri""},{""adm1_code"":2829,""adm1_name"":""Valais""},{""adm1_code"":2830,""adm1_name"":""Vaud""},{""adm1_code"":2831,""adm1_name"":""Zug""},{""adm1_code"":2832,""adm1_name"":""Zurich""}]",2013-02-01,2023-09-25
2012-0485-CZE,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,CZE,Czechia,Eastern Europe,Europe,"Jihocesky, Jihomoravsky, Praha, Severocesky, Severomoravsky, Stredocesky, Vychodocesky, Zapadocesky provinces",,,No,No,No,,,°C,,,,2012,12,7,2012,12,7,7,,,,,,,,,,,73.19159161,"[{""adm1_code"":1030,""adm1_name"":""Jihocesky""},{""adm1_code"":1031,""adm1_name"":""Jihomoravsky""},{""adm1_code"":1032,""adm1_name"":""Praha""},{""adm1_code"":1033,""adm1_name"":""Severocesky""},{""adm1_code"":1034,""adm1_name"":""Severomoravsky""},{""adm1_code"":1035,""adm1_name"":""Stredocesky""},{""adm1_code"":1036,""adm1_name"":""Vychodocesky""},{""adm1_code"":1037,""adm1_name"":""Zapadocesky""}]",2013-02-01,2023-09-25
2012-0485-DEU,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,DEU,Germany,Western Europe,Europe,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",,,No,No,No,,,°C,,,,2012,12,7,2012,12,31,2,,,,,,,,,,,73.19159161,"[{""adm1_code"":1308,""adm1_name"":""Baden-Wuerttemberg""},{""adm1_code"":1309,""adm1_name"":""Bayern""},{""adm1_code"":1310,""adm1_name"":""Berlin""},{""adm1_code"":1311,""adm1_name"":""Brandenburg""},{""adm1_code"":1312,""adm1_name"":""Bremen""},{""adm1_code"":1313,""adm1_name"":""Hamburg""},{""adm1_code"":1314,""adm1_name"":""Hessen""},{""adm1_code"":1315,""adm1_name"":""Mecklenburg-Vorpommern""},{""adm1_code"":1316,""adm1_name"":""Niedersachsen""},{""adm1_code"":1317,""adm1_name"":""Nordrhein-Westfalen""},{""adm1_code"":1318,""adm1_name"":""Rheinland-Pfalz""},{""adm1_code"":1319,""adm1_name"":""Saarland""},{""adm1_code"":1320,""adm1_name"":""Sachsen""},{""adm1_code"":1321,""adm1_name"":""Sachsen-Anhalt""},{""adm1_code"":1322,""adm1_name"":""Schleswig-Holstein""},{""adm1_code"":1323,""adm1_name"":""Thueringen""}]",2013-02-01,2023-09-25
2012-0485-HRV,No,nat-met-ext-col,Natural,Meteorological,Extreme temperature,Cold wave,,,HRV,Croatia,Southern Europe,Europe,"Bjelovar-bilogora, Dubrovnik-neretva, Grad Zagreb, Istra, Karlovac, Koprivnica-krizevci, Krapina-zagorje, Lika-senj, Medimurje, Osijek-baranja, Pozega-slavonija, Primorje-gorski Kota, Sibenik, Sisak-moslavina, Slavonski Brod-posav, Split- dalmatija, Varazdin, Virovitica-podravina, Vukovar-srijem, Zadar-knin, Zagreb provinces",,,No,No,No,,,°C,,,,2012,12,7,2012,12,31,4,,,,,,,,,,,73.19159161,"[{""adm1_code"":988,""adm1_name"":""Bjelovar-bilogora""},{""adm1_code"":989,""adm1_name"":""Dubrovnik-neretva""},{""adm1_code"":990,""adm1_name"":""Grad Zagreb""},{""adm1_code"":991,""adm1_name"":""Istra""},{""adm1_code"":992,""adm1_name"":""Karlovac""},{""adm1_code"":993,""adm1_name"":""Koprivnica-krizevci""},{""adm1_code"":994,""adm1_name"":""Krapina-zagorje""},{""adm1_code"":995,""adm1_name"":""Lika-senj""},{""adm1_code"":996,""adm1_name"":""Medimurje""},{""adm1_code"":997,""adm1_name"":""Osijek-baranja""},{""adm1_code"":998,""adm1_name"":""Pozega-slavonija""},{""adm1_code"":999,""adm1_name"":""Primorje-gorski Kota""},{""adm1_code"":1000,""adm1_name"":""Sibenik""},{""adm1_code"":1001,""adm1_name"":""Sisak-moslavina""},{""adm1_code"":1002,""adm1_name"":""Slavonski Brod-posav""},{""adm1_code"":1003,""adm1_name"":""Split-dalmatija""},{""adm1_code"":1004,""adm1_name"":""Varazdin""},{""adm1_code"":1005,""adm1_name"":""Virovitica-podravina""},{""adm1_code"":1006,""adm1_name"":""Vukovar-srijem""},{""adm1_code"":1007,""adm1_name"":""Zadar-knin""},{""adm1_code"":1008,""adm1_name"":""Zagreb""}]",2013-02-01,2023-09-25
